0,1,2,3,4,5,6
-1.1452787,-2.675638,-0.49102378,-3.4870913,-2.1786182,0.08394107,0.6004872
-1.1372396,-2.675638,-0.39878374,-2.8831701,-2.4587297,-0.028221793,0.6194347
-0.8566344,-2.675638,-0.25410634,-3.052122,-2.187668,-0.028221793,0.5435587
-0.80055135,-2.675638,-0.20321132,-2.9630082,-2.4587297,-0.028221793,0.41075465
-0.319541,-2.675638,-0.017188892,-2.4836478,-1.9144517,-0.028221793,0.22115138
-0.72839046,-2.675638,-0.2890449,-3.4870913,-1.9097115,0.12554416,0.0693998
-0.5760288,-2.675638,-0.17616208,-2.9100037,-2.1600878,0.12424406,-0.06340445
-0.73642963,-2.675638,-0.18731391,-2.6168218,-2.164828,0.12294397,-0.15822774
-0.5760288,-2.675638,-0.22231175,-2.4392564,-1.9006616,0.13180825,-0.21511306
-0.7524122,-2.675638,-0.24930148,-2.6612132,-1.9189765,0.12046196,-0.25305086
-0.79251224,-2.675638,-0.26840213,-2.2706356,-2.2152483,0.05238419,-0.29098886
-0.9688955,-2.675638,-0.41468117,-2.9987864,-1.9144517,0.10781557,-0.34787416
-1.121257,-2.675638,-0.52916557,-2.6701577,-1.9327667,0.10781557,-0.3858551
-1.0410565,-2.675638,-0.45602596,-2.9186168,-2.173878,0.08512298,-0.44274044
-1.1612613,-2.675638,-0.46872014,-2.5989327,-2.2014582,0.08512298,-0.49962574
-0.88869524,-2.675638,-0.36859077,-2.714549,-1.9144517,0.08512298,-0.5375204
-0.80055135,-2.675638,-0.33359295,-2.6877155,-1.987927,0.13689046,-0.55651104
-0.79251224,-2.675638,-0.3224411,-3.052122,-1.9097115,0.13310836,-0.59444886
-1.0089957,-2.675638,-0.41307953,-2.9454505,-2.173878,0.12294397,-0.55651104
-0.9287953,-2.675638,-0.30339998,-2.8122764,-2.173878,-0.028221793,-0.32892665
-1.193418,-2.675638,-0.497371,-3.4870913,-2.162458,0.05368428,-0.0065192985
-0.8646735,-2.675638,-0.2747491,-3.4870913,-2.164828,0.05368428,0.25904605
-1.0891958,-2.675638,-0.34314314,-3.4870913,-2.7138464,0.05368428,0.31593138
-0.9368346,-2.675638,-0.2826977,-2.8566678,-2.4542048,0.004516993,0.52456844
-0.84065175,-2.675638,-0.21115991,-2.5545413,-2.509365,0.004516993,0.65737253
-0.9608563,-2.675638,-0.2191085,-2.5545413,-2.509365,-0.035786007,0.65737253
-0.79251224,-2.675638,-0.19045787,-2.69666,-2.2221434,-0.021957695,0.50562096
-0.8807518,-2.675638,-0.3303897,-3.4870913,-2.265884,-0.021957695,0.39180717
-0.5600462,-2.675638,-0.1300717,-2.8477232,-2.2542484,0.05120227,0.18317026
-0.43974575,-2.675638,-0.20481272,-3.4870913,-1.6431746,0.13689046,0.031418677
-0.47984615,-2.675638,-0.16661187,-2.8831701,-1.9579768,0.280492,-0.08235195
-0.5760288,-2.675638,-0.17936532,-2.9454505,-1.7375506,0.280492,-0.19612242
-0.43180227,-2.675638,-0.11417429,-2.2348576,-1.8338659,0.12424406,-0.25305086
-0.72035134,-2.675638,-0.24615775,-2.5989327,-2.1279829,0.12672606,-0.30997932
